reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
c8a59eb8-479c-4463-bbb8-e022ef1bee4f,IJR Pulsa,https://play-lh.googleusercontent.com/a/ACg8ocIsTE4-bKaLuR6fYS4P9BUW36SlM9GvO39VpYIB66t8fewxVXU=mo,Pos itu pengiriman paling parah... pesan barang via online status resi nya nyampe tujuan diterima tapi barang blm nyampe di tangan saya.. entah barang nyasar ke mana cek status resi barangfo terima orang rmh gak ada yg nerima.. pos itu pengiriman terparah.,1,6,1.13.0,2025-05-27 06:10:37,,,1.13.0
1e743273-fa12-42ac-b34b-a7c19f6dbf1b,BER MANA,https://play-lh.googleusercontent.com/a/ACg8ocK7OrnTi5CD0FGn05mfa-z_xurx9DJcBg4z9Ve8Rf-H3vL99A=mo,medan sunggal bodoh kali pekerja di sana salah salur di lion parcel juga sama pernah hilang juga di sana paket langganan ku kemaren uang COD di makan di tilep,1,0,1.12.3,2025-05-24 04:38:42,,,1.12.3
4851c429-8c9b-461e-88ee-37e077e54a4c,Teguh Purwanto,https://play-lh.googleusercontent.com/a/ACg8ocJLPJKLa_-PLHfJ09_19ePRn1mNkHzFmfbPOStdXT_8jwoZqg=mo,Web tidak update. mau cek ongkir lacak paket semua ga bisa,1,0,1.13.0,2025-05-23 12:27:22,,,1.13.0
6b773823-0274-4725-a071-1c2797091845,Muhammad Rafi,https://play-lh.googleusercontent.com/a/ACg8ocJNQP5d3qNU9MVBf0_Smqq16yuOt1zL1oBAOnDNdQKALe7tGw=mo,mau cek tarif aja susah. internal eror segala macem.,1,0,1.13.0,2025-05-23 08:23:23,,,1.13.0
f5286f92-12ba-49bb-8eca-ae07b8308318,omcimot82,https://play-lh.googleusercontent.com/a/ACg8ocLPWlkpFYDcTw5BCUIqs39_ydzodkSsL49sXjKQjbTLRrM32A=mo,wkwk pake jasa kilat harus datang sekarang malah kaga rugi boss udh bayar ini,1,0,1.13.0,2025-05-21 13:49:25,,,1.13.0
3738e703-9ae4-455c-93a0-cd451b9e7692,Agung Susilo,https://play-lh.googleusercontent.com/a-/ALV-UjXrUWjjUiWMaImRZBzPwgdkIizDkeaUG6W-TQybTNyIsTiB_8CT,"Aplikasi bodoh, dan lambat pengiriman nya. Ngk sesuai",1,0,,2025-05-18 05:35:31,,,
7dcd344f-f0ee-4571-9164-833153a9ff68,Hakan Waliman,https://play-lh.googleusercontent.com/a/ACg8ocKHu7JyqsDnbqMoldk9hkgXuXw8-aACJ3EjUa5JqlUPRWUVjQ=mo,"tolong kalo rekrut kurir yg profesional,paket blom diterima,tapi di cek di aplikasi sudah diterima",1,0,1.13.0,2025-05-16 03:19:38,,,1.13.0
1155a3d7-7e7a-4133-ad9d-9eb06e713e8a,Idit,https://play-lh.googleusercontent.com/a-/ALV-UjX0-9U4R1ohmNy80p-q5f0pV3KJ7YjucqFzdN1YjnmtJRhTV7c,sumpah cukup kali ini aja pake pos lama bgt barang mau di pke juga,1,0,1.13.0,2025-05-16 01:30:54,,,1.13.0
5ad76048-a791-4b5e-bee7-253bd62189b2,Keenan Zionathan,https://play-lh.googleusercontent.com/a/ACg8ocKTEvGkiC7b68TrSYbRNNFEx--7FWfkIZFOp_1Kwxo-wo8kxg=mo,aplikasinya jelek masa mau registrasi gak bisa bisa,1,0,1.13.0,2025-05-15 22:52:34,,,1.13.0
82233f7d-1f7f-41af-9cbb-8141deb7a4ac,SBS CUSTOM,https://play-lh.googleusercontent.com/a-/ALV-UjXpeins9HSOxw7Y688_htw71BvFAXb4f6sth03NJRl7C6EscTxq,Daftarnya susah,1,0,1.13.0,2025-05-13 21:42:53,,,1.13.0
e3ad3e29-1a98-4fe2-ad55-f99e2b61fe81,Andi Wijaya,https://play-lh.googleusercontent.com/a-/ALV-UjUz09R28tbw6605rKcVgirLCzNyQ2WwqqrspTpZUYjBDu_w-q8,masak alamat deket aja gak ketemu udah barang di tunggu masih di kirim ulang pulak,1,0,1.13.0,2025-05-13 08:28:06,,,1.13.0
afe136dd-6f78-4822-9526-5fd3e8c64e37,Janex Shikamaru,https://play-lh.googleusercontent.com/a-/ALV-UjWA57RWm2kEQ4ujUSvAZOvJOfCqVnHEY-z8eM4TeMFHKKwAd1pt,"Paket saya nginap di Kantor pos tanjung priok ga jelas kapan dikirim... niatnya mau pake pos biar mendukung ekspedisi legenda satu ini ternyata emang mengecewakan, lebih jelas pake ekspedisi lain walaupun bayar lebih mahal..",1,1,1.13.0,2025-05-13 06:24:02,,,1.13.0
172ebb7a-53bb-4354-a700-4c219ed0e950,Konco Fams,https://play-lh.googleusercontent.com/a/ACg8ocIYZAZI2u7Zu3MXMsrYSge9uu0wgvN2Xpt_KZwH2Ibuiu8Uyg=mo,"woi paket saya mau di bawah kemana masa dari alamat pengirim ke penerima jarak waktu 2 jaman, paket saya di bawah muter"" kagak jeles yang benar saya lah pos Indonesia",1,0,1.13.0,2025-05-12 13:25:25,,,1.13.0
cb6aac85-226e-4392-9532-7277e5359663,Y A P,https://play-lh.googleusercontent.com/a-/ALV-UjWz-Xqd2C6e_xU-7CGLuFgyoMHK1ydhElEL5VA28-a8zB3ca4dj,ngirim kode verivikasi aja stengah mati susah,1,0,1.13.0,2025-05-11 23:30:48,,,1.13.0
28bc05ff-6cc5-4528-b507-c2bd94fbd871,Abi Manyu,https://play-lh.googleusercontent.com/a/ACg8ocKO3Zbtm8PxL4eg0Xe3rWJhEj-7Tk-p0VbTTGul63_FKYWR6g=mo,jelek mau masukan volumetric saja lama. trus tarif pos kargo gak muncul,1,0,1.13.0,2025-05-11 12:03:09,,,1.13.0
c35b522f-775b-4f32-be5f-696ffebe04e3,Galang K,https://play-lh.googleusercontent.com/a/ACg8ocIA3yiPKyEiAG4nDSpyP4ylMwxDfHGBFy5_Krrwmk-YRqKcqQ=mo,kode nya salah terus bintang 0,1,0,1.13.0,2025-05-05 19:03:52,,,1.13.0
61b17a27-993a-463a-bb98-468d9aad6def,Nabilah Nurul Fathimah,https://play-lh.googleusercontent.com/a-/ALV-UjXSEfGpIdh9xuU1J9dPVKF0N1LUG9rjze6lUlpBrs5vUHP_UhoO,"tolong ya pos Indonesia, paket dokumen saya sampai 3 hari belum sampai ditujuan. padahal saya menggunakan layanan next day dari Semarang ke Jogjakarta. keburu orang yg ada ditujuan gak ada di tempat dan saya harus keluar biaya lagi untuk print dokumennya. kecewa banget sama pos indonesia, yg diharapin bisa bantu dengan cepat ternyata malah bikin rencana berantakan.",1,14,1.13.0,2025-05-04 00:24:30,,,1.13.0
ec156c81-651b-492f-b791-46021affaf10,Andi .s,https://play-lh.googleusercontent.com/a-/ALV-UjVFUw4O6fOwgqND1i0I2utN4AOTczp-gsh10VESHuEp9T0Lh7bO,pendaftaran kode gagal terus. sangat di sayangkan sekali akan di persulit pendaftaran. auto uninstall,1,1,1.13.0,2025-05-04 00:01:20,,,1.13.0
104b9fd3-28d7-41a3-8cb4-7de2b2a26043,E L B A,https://play-lh.googleusercontent.com/a-/ALV-UjUowmTjLMzaIp3Qgl3lFD2JeegEf1lv8RQq1fUUp2r2LhAAGUvRSg,"request pu gak diambil , paket pembatalan otomatis uang ga di refund balas oe 3 paket tercansel ongkir gak dikembalikan",1,0,,2025-05-03 18:03:00,,,
b02635ca-5b94-419c-b2ea-5af8166a7cad,Edi Saputra,https://play-lh.googleusercontent.com/a-/ALV-UjV6Un1JyVWk-_qv4OPvY28jelZ92tAGsm-jXWsotxUHZYtDfqdv,"kurirnya pemalas,minta dijemput dirumahnya tapi gak mau alasannya libur",1,0,1.13.0,2025-05-01 06:01:07,,,1.13.0
207e4657-c1d5-45b7-8381-b3aa18bb7e38,Rian Dwi Prakasa,https://play-lh.googleusercontent.com/a/ACg8ocKurjJq9YAPhzRScxhHeZF1YNYqfZvrht-7HS73AVlKTFPy3A=mo,kurir tidak datang tapi status malah dbawa kurir klo bisa Bintang 0 aj,1,0,1.13.0,2025-04-25 23:50:25,,,1.13.0
37a70064-28be-494d-acb0-f15d4e2f3b91,Wahyu Nugraha,https://play-lh.googleusercontent.com/a/ACg8ocJsu9NX8yW2GvizGrFPDDxNq0Fy2o-eDNZHOCU_v52sEJNjHA=mo,"paket saya malah mentok kaga pernah gerak,di cek resi barang telah di proses dan siap antar Tapi kaga pernah Dateng heran",1,0,,2025-04-23 02:00:27,,,
99bcb562-371a-4596-b862-6c0ce8c89c66,Bayu Stiawan,https://play-lh.googleusercontent.com/a/ACg8ocLifZZ1QY0xwJEBVVY81zB-56ESBfn9tbW0I663HFYkLShB=mo,mau mnt di update brp kali ini...gk jelas,1,0,,2025-04-23 01:58:39,,,
63834d63-2666-4cef-8727-48453a364401,kartiman Arif,https://play-lh.googleusercontent.com/a-/ALV-UjVSY89zWkWrVkwXTSR95LG5uBvOmx_PQY0LvIIc2uYtirD2Iy-D,paket saya dari jakarta menuju bengkayang sudah 15 hari belum sampai.... setiap di cek masih di kantor pos tukar laut tanjung priok,1,0,1.13.0,2025-04-21 04:55:45,,,1.13.0
a2cfa7bf-204d-4a22-953a-b2e6f3499977,R R,https://play-lh.googleusercontent.com/a-/ALV-UjVWdYRk_tnzKye1NCHTs_hPJO96UzZyWJNqm-k4bEGuqNrHQjyj,gk guna terlalu lelet datang paket nya,1,0,1.13.0,2025-04-20 02:01:21,,,1.13.0
44ee51fe-a252-44f5-a1d9-b2e0634bb926,Kujang Mas,https://play-lh.googleusercontent.com/a-/ALV-UjX54IgXd0Ujsjn7jxRlW6Z7BXNP3YA3NUblm4cWAHLAVyto5KA,"kiriman bandung ke bogor pake yg expres,di tracking alamat tidak di temukan,padahal alamat sudah jelas sampai kode pos,no penerima juga sudah di cantumkan,padahal sesimple itu,ini kejadian ke dua kali nya,ga worth it kalau terus seperti ini",1,4,1.13.0,2025-04-20 00:56:50,,,1.13.0
a888a9d5-8e98-40ad-acf0-1361c0c84b3b,Uwais RN,https://play-lh.googleusercontent.com/a-/ALV-UjWQR2OoHL_xBNmNxBYkI9W3tnB6lITVCXf2fKPpAuA68OkhIaMq,mau daftar masukin kode otp di kirim ke wa semua ngga valid kocak nih aplikasi,1,0,1.13.0,2025-04-19 21:38:02,,,1.13.0
03903196-4c1a-4ef7-aed2-71195137f83f,Ardi Agata,https://play-lh.googleusercontent.com/a-/ALV-UjXhDMkztdUvVST1_M_BxOy_OGjsPW0b-gg4iyzQMlBmhoE1MuE,"pengiriman dri tgl ,11 smpe skg blum dtg2",1,0,,2025-04-19 14:47:03,,,
56035398-69c1-4852-a74f-e0acbc303c90,Akhmad Sifah,https://play-lh.googleusercontent.com/a-/ALV-UjUgVursBc0GsMG_0-g_MG8A6Yj5gLi5s7nNxF9VnvVejv-CaNl9,"BENERIN SISTEM PRIVASI, DATA PRIBADI BISA KESEBAR GITU AJA, LEWAT PAKET, PADAHAL PAKET KETERANGAN MASIH DI GUDANG, TAPI DATA UDAH KEMANA"" ANEH! UDAH GITU GADA TANGGUNG JAWAB PULA DATA BOCOR MALAH CUMA DIBILANG HATI""",1,0,,2025-04-19 07:41:26,,,
b44861eb-e502-4bbd-b234-97fb05c0de6f,Muna Fuadan,https://play-lh.googleusercontent.com/a-/ALV-UjVx1S0PvVCeAO-DvSZBLXZ4kXrSEjNhfFa68Puet-_GAJ4FCuLv,layanan kureng,1,0,1.13.0,2025-04-19 03:45:50,,,1.13.0
4f90b8ce-8609-4c86-a412-0afa98e1043e,Wawan Kurniawan,https://play-lh.googleusercontent.com/a/ACg8ocJHOj9mwtW91LMu4_O5EC1QnKtTL8-Ne29uoqGQ7QCACT_OnA=mo,paket ku mutar mutar kambing pake sala jalur kirim lagi dh jelas jelas alamat nya. gak beres nih padahal dah dekat baget bisa-bisanya lewat gitu aja,1,0,1.13.0,2025-04-18 06:00:31,,,1.13.0
d0c60e08-2f02-4b9e-9895-d0e6da06bfeb,D One,https://play-lh.googleusercontent.com/a/ACg8ocL6kggiSYROIy0JoHlWYEMa-8yUDJJvwRPDuhM0U-Wz1KaHOw=mo,Aplikasi eror,1,0,1.13.0,2025-04-18 01:37:13,,,1.13.0
1b9cf535-853d-42d5-b5cd-178a76a2d8f4,Sweetndut Beauty,https://play-lh.googleusercontent.com/a/ACg8ocLt-cGWjuXtNvl6gOPBH3nZQeWnwe55lNHwveXOANqPbOT2fw=mo,"informasi nya gak jelas, setiap lacak paket tidak jelas pemberi tahuannya (DI PIKIRNYA NGIRIM PAKET GAK PAKE DUIT KALI YA)",1,0,1.13.0,2025-04-17 13:17:34,,,1.13.0
3379d8d1-ab66-4ac4-8821-d213f1d2dd8f,Zaeni Naf.,https://play-lh.googleusercontent.com/a/ACg8ocKuIvcA5BANNJ0T1iw4nBWMxuRgpzELY5-72oSXH2bGXVamjw=mo,"kenapa ya saya masukin pin tulisannya request gagal, internal server error, begitu terus",1,2,1.13.0,2025-04-14 01:05:08,,,1.13.0
3735d084-cd2a-4256-8340-2adeb210bd0b,Pengguna Google,https://play-lh.googleusercontent.com/a/ACg8ocLIBQgGyrIx5-wFAfFfKpa5A2qR1eWXvfItQKGOMBOJu74jsfE=mo,"Cari kurirnya yang pinter dong, masa alamat rumah tidak di temukan di status pengiriman, 2 hari pengiriman tidak sampai2",1,0,1.13.0,2025-04-12 10:17:11,,,1.13.0
9af708af-d150-44bc-9636-a469ef93d71f,Risca Tezcatlipoca,https://play-lh.googleusercontent.com/a-/ALV-UjWB0Pna1AdZ0NS8mnBCYffkade0ENqhWTFzFzoQ8HqyJcIW_hRt,"saya kirim paket ambil yg ekspress 1 hari sampe tp sampai sekarang paket tidak sampai... padahal laporan sudah ditunggu dan paling lambat jam 12 siang ini,,gimana dong ini .. pengiriman sangat lambat",1,2,1.13.0,2025-04-12 06:30:54,,,1.13.0
400b0727-d06d-48b6-9f56-cf6c94e14de0,Olva Budi Nurani,https://play-lh.googleusercontent.com/a-/ALV-UjUnAAfUkGKQwG9hAGGW1lTAZBL3AGV2VqU2Hs5oZCw-u79tKjheHQ,aplikasi ini masih bisa di gunakan oleh masyarakat kah? jika sdh tidak d gunakan baiknya hilang dari playstore,1,0,1.13.0,2025-04-12 05:37:57,,,1.13.0
8d0e9221-2051-41a2-9ca6-fb5895210bb5,Suryadin Hatoguan,https://play-lh.googleusercontent.com/a-/ALV-UjVIvoSxQfEhzo55ZTqDq06osdgWdupFK7a2KmNDsmrktr5lPG1U,"saya nungguin kode verifikasi sampai berkali-kali ngga dikirim-kirim. Cek resi dialihkan ke website pos Indonesia, berkas dari samsat Temanggung untuk saya statusnya on delivery (dari jam 11-an siang), ditunggu sampai malam ngga datang2",1,6,1.13.0,2025-04-11 12:31:59,,,1.13.0
6664ec79-923a-4152-81be-789c55f7a7cd,iin utamii,https://play-lh.googleusercontent.com/a/ACg8ocJPA9IjOfvxccRJM5HUAKbhI4r-4192tSBUSfLCeBm_E1xzsQ=mo,"ga gunaa,paket udh sampe ke kurir pangantar ke rumah kok blum nympe rumah blm dianter udh dikasih keterangan orang nggda dirumah!!!LOL bgt,lama sampee!!!!!",1,0,1.13.0,2025-04-02 09:47:43,,,1.13.0
98ffb86f-7602-47eb-bdee-5a0d21534703,Seprian Maulidin,https://play-lh.googleusercontent.com/a-/ALV-UjWENfpF-lNNfFRSJsxpa3r_He7WbjUJ0OETho_BT3h6yVk6u_E,mohon maaf ini jasa kirim paling lambat se-Indonesia,1,0,1.13.0,2025-03-27 06:56:07,,,1.13.0
cc01f022-d9ab-494e-b34d-0056f9487d18,Genta Ramadhan,https://play-lh.googleusercontent.com/a/ACg8ocLAONPcia40_wj0YzEGWVZsTSfd4kx6foyvfCq9BFjOtgWp2Kc=mo,gajelas otp lama,1,0,1.13.0,2025-03-26 07:52:45,,,1.13.0
d83f5e3e-0afa-456f-9e5d-ac1230076978,Nayuda Gaming,https://play-lh.googleusercontent.com/a-/ALV-UjXCMUvaD_w0-QkG6B5EoqfkmFp7M-_vzPtO7BJY_0I32ekc6oI,kok pas masukin kode buat login GK bisa. bisa yaa?,1,0,1.13.0,2025-03-25 20:27:17,,,1.13.0
b6561382-3531-48e1-b9c6-ec7fcc72d8ce,Chomeng Bager,https://play-lh.googleusercontent.com/a/ACg8ocJwzo_T-sH8wotKE4uDcIKiLF7Ks-mHTPF3XdKQF_rrmRgD8w=mo,"aplikasi ga jelas ,kode valid smuah",1,0,,2025-03-20 20:25:09,,,
e17584ae-14a2-48eb-a6e3-7705c666c744,Angkringan Jogja,https://play-lh.googleusercontent.com/a-/ALV-UjXZVd4GuVHruzGNAcUZJ_aFSD64CnQ_-fYAg9FdtDCKDqp12YDF,plat merah mah sat set kalo kerja.. di laporin dari 2 bulan lalu nggak juga di kerja2in.. gimana mau majuin indonesia plat merah kayak gini.,1,0,1.12.3,2025-03-20 05:57:41,,,1.12.3
b81dfcf5-6717-4483-9184-aba3e337fc42,HAMBA ALLAH,https://play-lh.googleusercontent.com/a-/ALV-UjVQJOw7y7iHtqN1MxhTNbchF62Yt509Y63QqaTDglq0WrvNhfWB6g,tidak bs cek resi.... percuma👎langaung uninstal,1,0,1.13.0,2025-03-18 05:29:59,,,1.13.0
1d1968d5-f8bb-47e3-82a9-e34cdea04098,Julyanto yanto,https://play-lh.googleusercontent.com/a-/ALV-UjVK-xUwHBIpTSjpjBexW7_nI-SThYak92bF8quOxW5dAamqoOA,scan pembayaran gzgsltrusqrcodenya tdkmuncul2,1,0,1.13.0,2025-03-17 09:46:43,,,1.13.0
4e69a5e3-a871-43aa-816b-a92c2b138349,Bilal Abizar,https://play-lh.googleusercontent.com/a/ACg8ocI9UZ8Rkem1L0eLBUHhXACWbmN_PxUC_GkLxKds606kBewzWg=mo,Percuma pake next day ongkir mahal² tetep aja lama 🤦,1,0,1.13.0,2025-03-16 19:49:55,,,1.13.0
78463089-0b51-4f46-a70f-cf8cff10c9f7,Ariestya,https://play-lh.googleusercontent.com/a-/ALV-UjXmsUjle9aodMnrfBHVNQZ9Xa1MBn4uzRp6zkYjGxnRWXHgFvsF,"Kurir ny pemalas,barang tidak dikirim kirim dengan status tidak ada orang,mata lo gk ada orang,kurir tidak ada inisiatif nlpn atau wa..kurir ny",1,0,,2025-03-14 13:49:29,,,
4286c7f6-f066-4ea8-9cdf-28bf4bc4761c,M.Arifin ilham,https://play-lh.googleusercontent.com/a/ACg8ocKtudOIu0dhZikViA01ACMd9A5qMT4ExBIgI04fcGWnIeui4g=mo,"dih mau regis tp tiap verifi masa gabisa2 alert ga valid terus, aneh bgt pdhl udh bener",1,0,1.13.0,2025-03-11 19:15:28,,,1.13.0
d294245f-3370-4b6d-8845-dfebd2ff9322,Exsall 762,https://play-lh.googleusercontent.com/a/ACg8ocJCn2pCDQzuu7XVyVivH5-_UdTw3xlD8irunObHBwVNgEpluA=mo,Aplikasi sampah mau daftar aja susah bgt gabisa mulu,1,0,1.13.0,2025-03-10 21:16:05,,,1.13.0
94b89de3-11a6-4d1d-bb88-a04b6f79458f,Paijoe Kaboel,https://play-lh.googleusercontent.com/a/ACg8ocLKBtKqGX_cY6Sfw2bBL3BRNgwhjVXP8grVQvAXvtaUCW89jw=mo,Aplikasinya tidak bagus. Tidak lengkap. Tidak sesuai dengan yg di katakan.,1,3,1.13.0,2025-03-07 08:42:23,,,1.13.0
4bc8684f-d5f0-4be6-95e7-d025eb1863aa,Bayba 313,https://play-lh.googleusercontent.com/a/ACg8ocItICRnmy_GjBfvR86YQkrwp-liJwGvZkj8QNp7HoK7e2Alug=mo,Kalau g bisa kirim g usah main kotak paket. Jasa layanan paket yang paling lama seharusnya lebih profesional.,1,1,1.13.0,2025-03-07 03:01:16,,,1.13.0
437e8cf0-3d44-4b60-b0e7-b02a6213edf8,Rizal Maulana,https://play-lh.googleusercontent.com/a/ACg8ocI5gS7VZhUd0YVNAQY-Zy5rz0XwrU11HUcE9baCl3beY0JT170=mo,"SUDAH 1MINGGU PAKET SAYA DARI SAMSAT TIDAK SAMPAI RUMAH, PADAHAL DEKAT PAYAH",1,0,1.13.0,2025-03-06 12:50:12,,,1.13.0
18e6ea51-d635-470f-a1a9-da1c7e45014c,Boni ciiboeb,https://play-lh.googleusercontent.com/a-/ALV-UjUtMuuJL68NJUeNYETB3Yca2Cj_wGClKJMpctUhgffsKVGGHnOd,PARAH...BARANG MALAH TIDAK DIANTAR LANGSUNG KERUMAH..PEDAHAL SUDAH BAYAR ONGKIR NYA,1,0,,2025-03-04 07:29:53,,,
f00d048f-0447-4ee6-90c8-173c4475a3dc,R Zakiah,https://play-lh.googleusercontent.com/a/ACg8ocKh9dLCCHv7HtYeiDI59Bv9UZXrHwzUqItww3f80ex_1s0rQw=mo,Gak bisa cek tarif,1,0,1.13.0,2025-03-02 04:35:19,,,1.13.0
fb046876-6b58-4110-94ae-186c626649b7,Herybertus Hibau,https://play-lh.googleusercontent.com/a/ACg8ocJzEhsh73UVWsRKYZJ5SrTh1_FyubCQx-ygBjQbF-IXZEzXmg=mo,POS makin lamban pelayanannya..,1,0,1.12.3,2025-02-27 05:18:32,,,1.12.3
018d2346-e310-45f7-93f6-2d6c89e48e4e,Melinda Jogja,https://play-lh.googleusercontent.com/a/ACg8ocI34zdF_NEvM3SBOZ15pfeBoaJMcLXNPq1NG_2iKPEFUwQcLw=mo,akhirnya uninstall karena 2x pakai malah lambat proses pengirimannya. kalau tanpa aplikasi malah 1 hari jg dah sampai. berharap bs di pick up ternyata ga bisa padahal jarak kantor pos terdekat hany 500m saja. tracking jg di alihin ke web. jd buat apa aplikasi ini ya? mending manual aja lah,1,3,,2025-02-26 23:30:16,,,
b97a49aa-db69-4382-9d73-eff4ba4fdddc,kakang kanda,https://play-lh.googleusercontent.com/a/ACg8ocJnkwVdxhNfyw6ncmGtRSa_FbQW8Ptz2nSnrQ1PnSXktyPMhw=mo,"no resi Barang yg udah dikirim, tapi pas di cek tidak terdata. gimana mau bersaing dengan jasa pengiriman yg lain",1,2,1.13.0,2025-02-26 16:15:00,,,1.13.0
07d122eb-99de-4fb5-8e89-63d2dd6966d7,Pay Ardi Wijaya,https://play-lh.googleusercontent.com/a-/ALV-UjXnRYmGkXgVBqFlk-RVAiTA4YQshM2Vd3_ra_uOCITMGmQqP6nu,pengiriman Lemot.. super super Lemot.. sekian dan Terima Kasih..,1,4,1.13.0,2025-02-24 06:19:31,,,1.13.0
6269d43b-c758-4915-838a-5c6ffbf730b6,Busana Nusantara,https://play-lh.googleusercontent.com/a/ACg8ocItIOCuuTe8rBsdfWLIimLx-XVu4MRxFFN1qj1dTvEfIvXSHg=mo,"Busuk, ga bida dipake",1,0,1.13.0,2025-02-20 14:26:55,,,1.13.0
3df6f647-80bb-4175-be6c-4a5125e6ecbe,losreni jesly,https://play-lh.googleusercontent.com/a/ACg8ocK-4WWt3ReT71Uq87nDvz5VQvxAbhvGgj3OzwWLHid-OJYD0g=mo,"aplikasi yang sangat jelek.. setelah pickup barang berhari hari gak ada update nya sama sekali,, saya sangat menyesal instal aplikasi ini..👎 aplikasi sampah",1,4,1.13.0,2025-02-17 23:50:34,,,1.13.0
46af2c3b-0402-4a61-8f0f-b32f321b938d,Sri Rahmawati,https://play-lh.googleusercontent.com/a-/ALV-UjW8Ih5Oeur3ZxEFzlhJDbluilZxxFBgzgVAg7rjzkTFlsIwqj3A,"Payah, not recommended",1,0,1.13.0,2025-02-14 17:43:30,,,1.13.0
